       16290.573,      1.23999,      1.00885
       16295.623,      4.61417,      1.24041
       16295.627,      7.48129,      1.31786
       16299.604,      12.5546,      1.11289
       16299.609,      5.60488,      1.15429
       16304.613,     -4.99180,      1.38022
       16304.618,     -4.41565,      1.41459
       16305.561,      13.1453,      1.47621
       16305.566,      6.03348,      1.44351
       16306.598,      9.77376,      1.42220
       16306.602,      12.3444,      1.38040
       16307.565,     0.884951,      1.25472
       16307.570,     -1.08162,      1.23747
       16309.559,     -1.76810,      1.38603
       16309.564,  -0.00459433,      1.28508
       16311.562,      22.7716,      1.61398
       16311.567,      25.6382,      1.44722
       16319.592,     -12.2401,      1.34307
       16319.596,     -13.9288,      1.46139
       16320.603,     -9.53900,      1.47052
       16320.607,     -10.9019,      1.52898
       16322.595,      21.3764,      1.45976
       16322.599,      15.1212,      1.28847
       16323.605,      30.9384,      1.44271
       16323.609,      35.0447,      1.37497
       16362.509,     0.564665,      1.10044
       16362.516,      4.38830,      1.09808
       16364.493,     -2.66903,      1.07093
       16364.513,     -7.17769,      1.13580
       16364.520,     -6.73562,      1.16545
       16365.496,      4.95960,      1.17055
       16365.517,      2.38035,      1.23680
       16365.525,      8.05812,      2.19008
       16373.504,      4.01257,      1.18969
       16374.495,     -6.70975,      1.21552
       16375.505,     -14.2644,      1.36248
       16376.493,     -2.80361,      1.28300
       16377.494,      10.4740,      1.17805
       16378.493,      11.8805,      1.09813
